Codigo,Descripción,Agente,Porcentaje_Propiedad,Tipo_Unidad,Zona/Frontera,Tecnología
EGPRE58,FV 100EGPE NOZR,ENEL GREEN POWER ESPAÑA SL (ACT: COM RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGPRE59,EGPRE59-FVEMINN,ENEL GREEN POWER ESPAÑA SL (ACT: COM RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGPRE60,EGPRE60-FEGPE5,ENEL GREEN POWER ESPAÑA SL (ACT: COM RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGPRE61,FV 100EGPE RA_ZR,ENEL GREEN POWER ESPAÑA SL (ACT: COM RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGPRE62,EGPRE62-FCENTUR,ENEL GREEN POWER ESPAÑA SL (ACT: COM RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGPRE80,HIDRAULICA HEGPE,ENEL GREEN POWER ESPAÑA SL (ACT: COM RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGPRE81,HIDRAULICA HEGPE3 MENOR 1 MW,ENEL GREEN POWER ESPAÑA SL (ACT: COM RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGPRE82,HIDRAULICA REPRESENTADA HREGPE,ENEL GREEN POWER ESPAÑA SL (ACT: COM RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGPRE90,BIOMASA REGPE3,ENEL GREEN POWER ESPAÑA SL (ACT: COM RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
EGVD003,EOLICAS (TARIFA)>10MW,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD004,FOTOVOLTAICAS(TARIFA)<10MW,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
EGVD007,COG.RENOV (TARIFA) <10MW,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
EGVD011,COG.TERM<10MW,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD024,AXPO VENTA R.ESPECIAL. 024,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD051,AXPO VENTA R. ESPECIAL 051,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD052,AXPO VENTA R. ESPECIAL 052,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD053,AXPO VENTA R. ESPECIAL 053,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD055,AXPO VENTA R. ESPECIAL 055,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD056,AXPO VENTA R. ESPECIAL 056,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD058,AXPO VENTA R. ESPECIAL 058,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD059,AXPO VENTA R. ESPECIAL 059,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD060,AXPO VENTA R. ESPECIAL 060,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD061,AXPO VENTA R. ESPECIAL 061,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD062,AXPO VENTA R. ESPECIAL 062,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD064,AXPO VENTA R. ESPECIAL 064,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD065,AXPO VENTA R. ESPECIAL 065,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD066,AXPO VENTA R. ESPECIAL 066,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD067,AXPO VENTA R. ESPECIAL 067,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD068,AXPO VENTA R. ESPECIAL 068,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD074,AXPO VENTA R. ESPECIAL 074,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD075,AXPO VENTA R. ESPECIAL 075,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD076,AXPO VENTA R. ESPECIAL 076,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD077,AXPO VENTA R. ESPECIAL 077,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD083,AXPO VENTA R. ESPECIAL 083,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD085,AXPO VENTA R. ESPECIAL 085,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD086,AXPO VENTA R. ESPECIAL 086,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD087,AXPO VENTA R. ESPECIAL 087,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD088,AXPO VENTA R. ESPECIAL 088,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD089,AXPO VENTA R. ESPECIAL 089,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD090,AXPO VENTA R. ESPECIAL 090,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD091,AXPO VENTA R. ESPECIAL 091,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD092,AXPO VENTA R. ESPECIAL 092,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD094,AXPO VENTA R. ESPECIAL 094,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD095,AXPO VENTA R. ESPECIAL 095,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD096,AXPO VENTA R. ESPECIAL 096,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD097,AXPO VENTA R. ESPECIAL 097,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD098,AXPO VENTA R. ESPECIAL 098,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD099,AXPO VENTA R. ESPECIAL 099,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD100,AXPO VENTA R. ESPECIAL 100,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD104,AXPO VENTA R. ESPECIAL 104,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD106,AXPO VENTA R. ESPECIAL 106,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD107,AXPO VENTA R. ESPECIAL 107,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD108,AXPO VENTA R. ESPECIAL 108,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD109,AXPO VENTA R. ESPECIAL 109,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD111,AXPO VENTA R. ESPECIAL 111,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD114,AXPO VENTA R. ESPECIAL 114,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD115,AXPO VENTA R. ESPECIAL 115,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD116,AXPO VENTA R. ESPECIAL 116,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD121,AXPO VENTA R. ESPECIAL 121,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD122,AXPO VENTA R. ESPECIAL 122,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD123,AXPO VENTA R. ESPECIAL 123,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD124,AXPO VENTA R. ESPECIAL 124,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD128,AXPO VENTA R. ESPECIAL 128,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD129,AXPO VENTA R. ESPECIAL 129,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD130,AXPO VENTA R. ESPECIAL 130,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD134,AXPO VENTA R. ESPECIAL 134,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD135,AXPO VENTA R. ESPECIAL 135,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD136,AXPO VENTA R. ESPECIAL 136,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD137,AXPO VENTA R. ESPECIAL 137,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD138,AXPO VENTA R. ESPECIAL 138,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD142,AXPO VENTA R. ESPECIAL 142,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD143,AXPO VENTA R. ESPECIAL 143,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD144,AXPO VENTA R. ESPECIAL 144,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD145,AXPO VENTA R. ESPECIAL 145,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD148,AXPO VENTA R. ESPECIAL 148,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
EGVD149,AXPO VENTA R. ESPECIAL 149,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD152,AXPO VENTA R. ESPECIAL 152,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD155,AXPO VENTA R. ESPECIAL 155,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD156,AXPO VENTA R. ESPECIAL 156,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD158,AXPO VENTA R. ESPECIAL 158,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD160,AXPO VENTA R. ESPECIAL 160,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD161,AXPO VENTA R. ESPECIAL 161,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD162,AXPO VENTA R. ESPECIAL 162,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD163,AXPO VENTA R. ESPECIAL 163,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD165,AXPO VENTA R. ESPECIAL 165,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD166,AXPO VENTA R. ESPECIAL 166,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD169,AXPO VENTA R. ESPECIAL 169,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD172,AXPO VENTA R. ESPECIAL 172,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD173,AXPO VENTA R. ESPECIAL 173,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD174,AXPO VENTA R. ESPECIAL 174,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
EGVD175,AXPO VENTA R. ESPECIAL 175,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
EGVD176,AXPO VENTA R. ESPECIAL 176,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD178,AXPO VENTA R. ESPECIAL 178,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
EGVD180,AXPO VENTA R. ESPECIAL 180,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD181,AXPO VENTA R. ESPECIAL 181,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD183,AXPO VENTA R. ESPECIAL 183,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD184,AXPO VENTA R. ESPECIAL 184,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD185,AXPO VENTA R. ESPECIAL 185,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
EGVD188,AXPO VENTA R. ESPECIAL 188,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD192,AXPO VENTA R. ESPECIAL 192,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD193,AXPO VENTA R. ESPECIAL 193,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD195,AXPO VENTA R. ESPECIAL 195,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD197,AXPO VENTA R. ESPECIAL 197,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD198,AXPO VENTA R. ESPECIAL 198,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD199,AXPO VENTA R. ESPECIAL 199,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD200,AXPO VENTA R. ESPECIAL 200,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD201,AXPO VENTA R. ESPECIAL 201,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD202,AXPO VENTA R. ESPECIAL 202,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD203,AXPO VENTA R. ESPECIAL 203,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD205,AXPO VENTA R. ESPECIAL 205,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD206,AXPO VENTA R. ESPECIAL 206,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD207,AXPO VENTA R. ESPECIAL 207,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD210,AXPO VENTA R. ESPECIAL 210,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD211,AXPO VENTA R. ESPECIAL 211,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD212,AXPO VENTA R. ESPECIAL 212,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD219,AXPO VENTA R. ESPECIAL 219,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD221,AXPO VENTA R. ESPECIAL 221,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD222,AXPO VENTA R. ESPECIAL 222,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD223,AXPO VENTA R. ESPECIAL 223,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD224,AXPO VENTA R. ESPECIAL 224,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD225,AXPO VENTA R. ESPECIAL 225,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD226,AXPO VENTA R. ESPECIAL 226,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD227,AXPO VENTA R. ESPECIAL 227,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD228,AXPO VENTA R. ESPECIAL 228,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD230,AXPO VENTA R. ESPECIAL 230,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD231,AXPO VENTA R. ESPECIAL 231,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD232,AXPO VENTA R. ESPECIAL 232,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD234,AXPO VENTA R. ESPECIAL 234,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD238,AXPO VENTA R. ESPECIAL 238,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD242,AXPO VENTA R. ESPECIAL 242,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD246,AXPO VENTA R. ESPECIAL 246,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD248,AXPO VENTA R. ESPECIAL 248,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD250,AXPO VENTA R. ESPECIAL 250,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD251,AXPO VENTA R. ESPECIAL 251,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD252,AXPO VENTA R. ESPECIAL 252,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD253,AXPO VENTA R. ESPECIAL 253,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD255,AXPO VENTA R. ESPECIAL 255,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD257,AXPO VENTA R. ESPECIAL 257,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD258,AXPO VENTA R. ESPECIAL 258,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD259,AXPO VENTA R. ESPECIAL 259,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD261,AXPO VENTA R. ESPECIAL 261,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD262,AXPO VENTA R. ESPECIAL 262,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD263,AXPO VENTA R. ESPECIAL 263,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD264,AXPO VENTA R. ESPECIAL 264,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD265,AXPO VENTA R. ESPECIAL 265,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD266,AXPO VENTA R. ESPECIAL 266,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD268,AXPO VENTA R. ESPECIAL 268,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD269,AXPO VENTA R. ESPECIAL 269,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD270,AXPO VENTA R. ESPECIAL 270,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD272,AXPO VENTA R. ESPECIAL 272,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD273,AXPO VENTA R. ESPECIAL 273,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD274,AXPO VENTA R. ESPECIAL 274,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD275,AXPO VENTA R. ESPECIAL 275,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,Híbrida Renov.-Térmica
EGVD276,AXPO VENTA R. ESPECIAL 276,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD277,AXPO VENTA R. ESPECIAL 277,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD279,AXPO VENTA R. ESPECIAL 279,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD280,AXPO VENTA R. ESPECIAL 280,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD281,AXPO VENTA R. ESPECIAL 281,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD282,AXPO VENTA R. ESPECIAL 282,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD284,AXPO VENTA R. ESPECIAL 284,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD285,AXPO VENTA R. ESPECIAL 285,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD286,AXPO VENTA R. ESPECIAL 286,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD287,AXPO VENTA R. ESPECIAL 287,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
EGVD288,AXPO VENTA R. ESPECIAL 288,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD289,AXPO VENTA R. ESPECIAL 289,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD290,AXPO VENTA R. ESPECIAL 290,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD291,AXPO VENTA R. ESPECIAL 291,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD292,AXPO VENTA R. ESPECIAL 292,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD293,AXPO VENTA R. ESPECIAL 293,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
EGVD295,AXPO VENTA R. ESPECIAL 295,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD297,AXPO VENTA R. ESPECIAL 297,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD299,AXPO VENTA R. ESPECIAL 299,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
EGVD301,AXPO VENTA R. ESPECIAL 301,"AXPO IBERIA, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
