Codigo,Descripción,Agente,Porcentaje_Propiedad,Tipo_Unidad,Zona/Frontera,Tecnología
BECVD01,BEC VENDA LLANARS,"BASSOLS ENERGÍA COMERCIAL, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
BECVD02,BEC VENDA CARLOT I MOLI NOU,"BASSOLS ENERGÍA COMERCIAL, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
BECVD03,BASSOLS ENERGÍA COMPRA (ESP),"BASSOLS ENERGÍA COMERCIAL, S.L.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
BERR1,BERROCALILLO 1,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
BERR2,BERROCALILLO 2,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
BES3,C.C. BESÓS 3,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
BES4,C.C. BESÓS 4,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
BES5,C.C. BESÓS 5,"ENDESA GENERACIÓN, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
BNPRE01,BONPREU REPRESENTACION,"BON PREU, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
BOLI,BOLINCHES,WIND TO MARKET (ACT.: COMERCIALIZACIÓN RE),100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
BPRE03,BPREF01,"BP GAS AND POWER IBERIA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
BPRE04,BPREF02,"BP GAS AND POWER IBERIA, S.A.U.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
BRR1R1,CT LOS BARRIOS REPR,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,GENERACION,ZONA ESPAÑOLA,Carbón de Importación
BSGRE01,VENTA FV,BSG ENERGIA SL,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
BTNR,BTNR,"REPSOL GENERACIÓN ELÉCTRICA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,Hidráulica Generación
CAMGI10,C.C. CAMPO DE GIBRALTAR 10,GAS NATURAL COMERCIALIZADORA,100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
CAMG20R,CC. CAMPO DE GIBRALTAR  20,"SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A",100.0,GENERACION,ZONA ESPAÑOLA,Ciclo Combinado
CEGPM4,PREC. MERC. SIN PRIMA HIDRAU,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
CENRE01,CENTELLES GEN SOLAR 01,ELECTRACOMERCIAL CENTELLES,100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CESOVD1,VENTA EXCEDENTES,"COMERCIALIZADORA ENERGETICA SOSTENIBLE, S.A.",100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD001,TARIFA TÉRMICA <10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD002,TARIFA RESIDUOS <10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
CEVD003,TARIFA FOTOVOLTAICA <10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD004,TARIFA HIDRÁULICA <10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
CEVD011,ARTABRA - TARIFA TÉRMICA >10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD014,CANAISA - TARIFA TÉRMICA >10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD020,UTISA - TARIFA TÉRMICA >10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD022,BOREMER - TARIFA TÉRMICA >10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD025,HUNOSA - TARIFA TÉRMICA >10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD028,MARE - TARIFA TÉRMICA >10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD029,MOVIALSA - TARIFA TÉRMICA >10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD038,CANAL NAVARRA-TARIFA HIDRA >10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
CEVD044,BUTARQUE - TARIFA TÉRMICA >10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD046,TOLSA - TARIFA TÉRMICA >10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD051,BIOCAN - TARIFA RESIDUOS >10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
CEVD052,GUASCID - TARIFA TÉRMICA >10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD053,MAGAZ - TARIFA EÓLICA >10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD054,PECOTER - TARIFA EÓLICA >10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD057,MOYGIRA - TARIFA TÉRMICA >10,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD063,MOVIALSA RESIDUOS ,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD073,CEVD073,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD075,ALC. LA PUEBLA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD076,HNE - NO GESTIONABLE,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
CEVD204,RESID. COMARCA PAMPLONA B71,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
CEVD205,TERMICA BUNGE,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD209,STO. CRISTO DE MAGALLON,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD214,TERMOSOLAR CASABLANCA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
CEVD234,CEVD234,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD235,CEVD235,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD244,FV. RENOV. RTS1 >1MW,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD249,FV +1MW,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD255,GALESA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD256,GECASA - AÑARBE,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD264,CEVD264 - MOINSA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD266,PE STA CATALINA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD269,PIEROL,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD274,PORCELANOSA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD275,VENIS,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD276,SALIN AÑANA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD278,RELECO,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD279,AUSINES,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD280,ARTESA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
CEVD281,EOL. CAPARROSO,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD282,EOL. CABANILLAS,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD283,LDV CASARES,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD284,EOL. EBRO,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD287,EOL. BANDERA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD288,CEVD288,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD289,EOLICA EVM ZR,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD290,ALCOHOLERA LA PUEBLA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
CEVD293,ECOPARC,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
CEVD294,INUSA RESIDUOS,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
CEVD296,URBASER,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
CEVD300,NOSTIAN: BABCOK+TECMED,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica Renovable
CEVD302,ELECDEY LEZUZA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD307,PE SANTA CATALINA-CERRO NEGRO,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD308,PE LOMA DE AYALA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD309,PE LOS JARALES,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD327,CH SANTILLANA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
CEVD328,PE SOTILLO,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD329,CEVD329,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD331,PE ABLITAS,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD332,EOL VALDETELLAS,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD334,MEH,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD335,CEVD335,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD339,PANTANE MECANISMO AJUSTE,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD340,PODEBO RDL 17_2022,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD342,MANCHASOL-2 CENTRAL TERMOSOLAR,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Térmica
CEVD343,FV. GUADARRANQUE,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD344,FV. PUERTO REAL,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD345,FV. PRADO DE LUNA1,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD346,FV. PRADO DE LUNA 2,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD347,FV. PRADO DE LUNA 3,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD348,FV. EL CUARTILLEJO,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD349,CUTOLE_MAJ,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD350,P.E. SAETA - P.E. TIJOLA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD351,P.E. SAETA - P.E. SERON 2,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD352,P.E. CAMPO DE MAGALLON,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD353,FV. LLANO1,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD354,FV. LLANO2,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD356,FV ALAMO,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD357,CH. TALAVE,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
CEVD358,P.E. MULTITECNOLOGÍA ZR,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD359,P.E. SAETA - ABUELA SANTA ANA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD360,P.E. BECERRIL,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD361,P.E. VALDELUGO,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD363,FV. ANTILIA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD366,P.E. NOGUERA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD368,RENOVALIA SOLAR 2,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD369,FV. LLANO3,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD371,FV. NATURENER SOLAR ALANGE,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD372,FV. SAETA-TEJEDA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD373,FV. CORONIL 1 - ECOIBERIA SOLA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD374,FV. REGANTES SANTA MARIA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD375,P.E. CARRERAS,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD376,P.E. MANZANAL,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD377,P.E. VIUDO 1,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD378,P.E. PEÑUCA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD379,P.E. VILLANUEVA 1,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD380,P.E. VILLANUVA 2,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD381,P.E. VENTUM,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD383,P.E. LOMILLAS,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD384,FV BELINCHON 1,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD385,FV BELINCHON 2,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD386,FV BELINCHON 3,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD387,FV ORELLANA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD392,PE ROBRES,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD395,SOLAR ALBACETE 1 RENOVALIA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD396,SOLAR ALBACETE 2 RENOVALIA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD397,FV CASA ANGEL RENOVALIA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD398,P.E. SAETA- SERON 1,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD399,P.E. SAETA - COLMENAR 2,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Eólica
CEVD400,FV VALLECAS,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD401,FV. CARAVACA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD402,FV. LOGIFASHION,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD405,CH AZANON,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
CEVD411,CH DUEROCANTO,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
CEVD412,CH EUGUI,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
CEVD413,CH EGUILLOR,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Hidráulica
CEVD414,AÑARBE-GECASA2,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Térmica no Renovab.
CEVD415,FV VILLANUEVA,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD416,FV FUENMAYOR - PSP6,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD417,FV MAGACELA SOLAR 1,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD418,FV GLOBASOL - VILLANUEVA 1,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD419,FV PV EL BALDIO 2019,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD420,FV SOLARIA TORDESILLAS  I,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD421,FV SOLARIA TORDESILLAS II,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD422,FV LERAPA - TORDESILLAS III,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD423,FV SOLARIA - SANTIZ I,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD424,FV LERAPA - VALDELOSA I,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD425,FV GULEVE - PALACIOS DEL ARZOB,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD426,FV SOLARIA - POLEÑINO I,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD427,FV SOLARIA - MEDINA DEL CAMPO,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD428,PLANTA FV3 - BELINCHON I,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD429,FV AURIGA SOLAR,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD430,FV CEPHEUS SOLAR,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD431,FV DELPHYNUS SOLAR,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD432,FV HERCULES SOLAR,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD433,FV ARIES SOLAR,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD435,FV GLOBASOL - VILLANUEVA 2,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
CEVD436,FV MAGACELA SOLAR 2,ENERGYA VM GENERACIÓN (ACT. COMER. RE),100.0,GENERACION,ZONA ESPAÑOLA,RE Mercado Solar Fotovoltáica
